,index,dissatisfaction_reason,Quarter,Submitted date,"What was the main purpose of your visit today? Please choose one option only. The list represents broad categories, and you may be asked to further specify the main reason why you visited today.",Approximately how often do you visit My Account?,Overall how satisfied were you with today's experience?,Which option did you choose to login to My Account?,Did/do you need to call the CRA to complete your visit/transaction today?,Are you:,I live in...,What is the highest level of education you have completed?,Would you be willing to indicate in which of the following age categories you belong?,What language do you speak most often at home?,Which of the following categories best describes your current employment status?,"Which of the following categories best represents your most recent annual household income, before taxes?",Are you an Aboriginal person?,Are you a person with a disability?,Are you a member of a visible minority group?,From what type of device did you access My Account today?,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Second_Topic,Third_Topic
2921,45629,"I was changing my address, it asked my new postal code, and then my new address came up wrong.   I couldn't change it in the text.",Q2,9/21/2018,Your personal information,Once every 2 to 3 months,Very dissatisfied,,Yes,Female,Nova Scotia,College/vocational/technical school,50 to 54,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,1.0,0.3529999852180481,"change, try, date, online, month, document, send, submit, credit, file","['change', 'address', 'ask', 'new', 'postal_code', 'new', 'address', 'come', 'wrong', 'change', 'text']",10.0,8.0
2922,45655,"info was sent in regarding a review of tax returns ,once when info was sent in immediately(nothing was done) and again a second time by fax over 8 weeks ago a(and again nothing is happening)",Q2,9/21/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Male,Saskatchewan,Some university,55 to 64,English,Self-employed,"$100,000 to under $120,000",No,Yes,No,Desktop or laptop computer,1.0,0.3172999918460846,"change, try, date, online, month, document, send, submit, credit, file","['information', 'send', 'review', 'tax', 'return', 'information', 'send', 'second', 'time', 'fax', 'weeks_ago', 'happen']",3.0,8.0
2923,45659,not updated enough,Q2,9/21/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,0.0,0.5625,"update, able, email, check, answer, ask, know, understand, message, like",['update'],1.0,2.0
2924,45678,How do I find out how long it will take before I get my refund.,Q2,9/21/2018,Tax returns,Once or twice per year,Very dissatisfied,,Prefer not to say,Prefer not to say,British Columbia,Prefer not to say,Prefer not to say,English,Prefer not to say,Prefer not to say,No,Prefer not to say,Prefer not to say,Prefer not to say,4.0,0.5313000082969666,"find, tax, receive, return, mail, say, need, log, year, process","['find', 'long', 'refund']",3.0,8.0
2925,45693,Unclear if documents submitted were properly received.,Q2,9/21/2018,Tax returns,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Desktop or laptop computer,1.0,0.35420000553131104,"change, try, date, online, month, document, send, submit, credit, file","['unclear', 'document', 'submit', 'properly', 'receive']",5.0,0.0
2926,45710,"There are different versions of ""My account"" login pages. Some do not have access to online mail. Have to Google everytime to find an alternate website for logging in. Please fix this error.",Q2,9/21/2018,Online mail,Once or twice per year,Somewhat dissatisfied,,No,Female,British Columbia,Some university,35 to 49,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,5.0,0.3231000006198883,"account, access, instalment, error, statement, view, user, address, easy, phone","['different', 'version', 'account', 'login', 'page', 'access', 'online', 'mail', 'google', 'overtime', 'find', 'alternate', 'website', 'logging', 'fix', 'error']",10.0,6.0
2927,45716,I'm in common law for more than 3 years now and somehow CRA changed my common law status for year 2015,Q2,9/21/2018,Accounts and payments,Once per month or more,Somewhat dissatisfied,,No,Male,Ontario,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Smartphone,4.0,0.7350000143051147,"find, tax, receive, return, mail, say, need, log, year, process","['common', 'law', 'year', 'change', 'common', 'law', 'status', 'year']",1.0,4.0
2928,45744,"I have been seeing ""Technical difficulties"" error message when attempting to submit documents for over 2 weeks.",Q2,9/21/2018,Submit documents,Once every 2 to 3 months,Very dissatisfied,,No,Female,Alberta,University graduate,18 to 34,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,6.0,0.4496000111103058,"information, payment, pay, look, wait, tell, get, balance, owe, show","['see', 'technical_difficulties', 'error_message', 'attempt', 'submit_documents', 'week']",5.0,8.0
2929,45751,Not is easy to understand terms,Q2,9/21/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,Prefer not to say,Female,Alberta,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Smartphone,5.0,0.2816999852657318,"account, access, instalment, error, statement, view, user, address, easy, phone","['easy', 'understand', 'term']",1.0,4.0
2930,45805,online mail was dated august 2018 but I was not alerted  that I had mail until September 22.,Q2,9/22/2018,Online mail,Once or twice per year,Somewhat dissatisfied,,Yes,Male,Ontario,College/vocational/technical school,55 to 64,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,4.0,0.26579999923706055,"find, tax, receive, return, mail, say, need, log, year, process","['online', 'mail', 'date', 'august', 'alert', 'mail', 'september']",8.0,3.0
2931,45816,"My tax returns was sent well before the deadline, all issues were signed off July 12/18 and my refund is still not issued; we've called 2 times.  Not satisfactory.  next call is MP.",Q2,9/22/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Male,Newfoundland and Labrador,High school graduate,55 to 64,English,Not in the workforce,"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,4.0,0.27889999747276306,"find, tax, receive, return, mail, say, need, log, year, process","['tax', 'return', 'send', 'deadline', 'issue', 'sign', 'july', '12/18', 'refund', 'issue', 'call', 'time', 'satisfactory']",8.0,3.0
2932,45869,"I have been trying to submit documents for days and after downloading them was sent a message saying the service was unavailable. Called the telephone number for help, was on hold for a long time",Q2,9/22/2018,Submit documents,Once or twice per year,Very dissatisfied,,Yes,Female,Alberta,Post-graduate degree,50 to 54,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,1.0,0.257999986410141,"change, try, date, online, month, document, send, submit, credit, file","['try', 'submit_documents', 'day', 'download', 'send', 'message', 'say', 'service_unavailable', 'call', 'telephone', 'number', 'help', 'hold', 'long', 'time']",10.0,5.0
2933,45908,to authorize different levels for representative should be just checking a box not mailing a form. B.S!!!,Q2,9/22/2018,Your personal information,Once per month or more,Very dissatisfied,,No,Male,Ontario,High school graduate,55 to 64,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Other,1.0,0.3472000062465668,"change, try, date, online, month, document, send, submit, credit, file","['authorize', 'different', 'level', 'representative', 'check', 'box', 'mailing', 'form']",6.0,3.0
2934,45910,"I was not able to submit the documents I need to submit. Very frustrating. After going through all of the steps, an error message came up saying 'technical difficulties' - the system is currently unav",Q2,9/22/2018,Submit documents,Once or twice per year,Somewhat dissatisfied,,No,Prefer not to say,Alberta,Post-graduate degree,35 to 49,Prefer not to say,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,2.0,0.22609999775886536,"want, site, help, letter, agent, line, difficult, response, make, direct","['able', 'submit_document', 'need', 'submit', 'frustrating', 'go', 'step', 'error_message', 'come', 'say', 'technical_difficulties', 'system', 'currently', 'nav']",8.0,3.0
2935,45914,I wasn't able to find or accomplish what I wanted to do. Interface is much too confusing to find what you may be looking for.,Q2,9/22/2018,Accounts and payments,Once or twice per year,Very dissatisfied,,Yes,Male,Prefer not to say,University graduate,18 to 34,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,4.0,0.23639999330043793,"find, tax, receive, return, mail, say, need, log, year, process","['able', 'find', 'accomplish', 'want', 'interface', 'confusing', 'find', 'look']",0.0,8.0
2936,45933,I shouldn’t have to call in to find out more information. 45 mins just to speak with someone is ridiculous; may even get hung up on and need to wait another 45 mins,Q2,9/22/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,18 to 34,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Smartphone,6.0,0.5597000122070312,"information, payment, pay, look, wait, tell, get, balance, owe, show","['find', 'information', 'mind', 'speak', 'ridiculous', 'hung', 'nee', 'wait', 'mind']",10.0,0.0
2937,45935,The information was not available.,Q2,9/22/2018,Your personal information,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Male,Ontario,Post-graduate degree,55 to 64,English,Working full-time (35+ hours per week),"$120,000 and over",No,Yes,No,Desktop or laptop computer,6.0,0.375,"information, payment, pay, look, wait, tell, get, balance, owe, show","['information', 'available']",8.0,0.0
2938,45956,it took a while to find out information,Q2,9/23/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,No,Female,British Columbia,Post-graduate degree,65 or older,English,Retired,"$80,000 to under $100,000",No,No,Prefer not to say,Desktop or laptop computer,6.0,0.28130000829696655,"information, payment, pay, look, wait, tell, get, balance, owe, show","['take', 'find', 'information']",8.0,0.0
2939,45969,Information is not up to date. Waiting to hear how long tax re-assessment will take. no ETAs,Q2,9/22/2018,Benefits and tax credits information,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Male,British Columbia,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,6.0,0.2953999936580658,"information, payment, pay, look, wait, tell, get, balance, owe, show","['information', 'date', 'wait', 'hear', 'long', 'tax', 'assessment', 'etas']",10.0,8.0
2940,45973,I could not upload documents that needed to be submitted due to website technical errors,Q2,9/22/2018,Submit documents,Once per month or more,Very dissatisfied,,No,Female,Alberta,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,1.0,0.3037000000476837,"change, try, date, online, month, document, send, submit, credit, file","['upload_documents', 'need', 'submit', 'website', 'technical', 'error']",10.0,3.0
2941,46018,"looking for my old T4 slips, to compare them to the ones i have as hard copies",Q2,9/23/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,No,Male,British Columbia,High school graduate,35 to 49,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,7.0,0.32659998536109924,"pension_plan, today, have, end, etc, detail, slip, allow, value, prevent","['look', 'old', 'slip', 'compare', 'one', 'hard', 'copy']",6.0,3.0
2942,46052,I had to send proof of medical expenses a few weeks ago.  There is no record of my sent document to access.  I have no indication if that document was received and nothing further is required of me.,Q2,9/23/2018,Online mail,Once or twice per year,Somewhat dissatisfied,,No,Female,Ontario,Post-graduate degree,65 or older,English,Retired,"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,1.0,0.3682999908924103,"change, try, date, online, month, document, send, submit, credit, file","['send', 'proof', 'medical', 'expense', 'weeks_ago', 'record', 'send', 'document', 'access', 'indication', 'document', 'receive', 'require']",5.0,0.0
2943,46053,The login process and account setup process takes a lot of time.  Need to wait for a code or something.  Can never access and look into the information I need when I need to.,Q2,9/23/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,No,Male,Ontario,Post-graduate degree,35 to 49,English,Self-employed,"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,3.0,0.3402000069618225,"time, available, reassessment, login, never, option, service, take, long, taxis","['login', 'process', 'account', 'setup', 'process', 'take', 'lot', 'time', 'nee', 'wait', 'code', 'never', 'access', 'look', 'information', 'need', 'need']",3.0,6.0
2944,46066,"got audited AGAIN, still no refund from April",Q2,9/23/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Male,Alberta,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,No,No,Desktop or laptop computer,6.0,0.22499999403953552,"information, payment, pay, look, wait, tell, get, balance, owe, show","['get', 'audit', 'refund', 'april']",8.0,3.0
2945,46094,Not all information is viewable on website,Q2,9/23/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,Prefer not to say,Male,Saskatchewan,University graduate,65 or older,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,6.0,0.5270000100135803,"information, payment, pay, look, wait, tell, get, balance, owe, show","['information', 'viewable', 'website']",1.0,2.0
2946,46095,I wasn't able to change my address due to technical difficulties.,Q2,9/23/2018,Your personal information,Once or twice per year,Very dissatisfied,,Yes,Female,British Columbia,Grade school or less,35 to 49,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,No,No,Desktop or laptop computer,0.0,0.23190000653266907,"update, able, email, check, answer, ask, know, understand, message, like","['able', 'change', 'address', 'technical_difficultie']",10.0,0.0
2947,46099,Could not find out about my CPP benefits,Q2,9/23/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,Yes,Female,Alberta,College/vocational/technical school,55 to 64,English,Not in the workforce,"$80,000 to under $100,000",No,Yes,No,Desktop or laptop computer,4.0,0.28130000829696655,"find, tax, receive, return, mail, say, need, log, year, process","['find', 'pension_plan', 'benefit']",3.0,0.0
2948,46108,i wanted to lodge a complained but was unable to do so.,Q2,9/23/2018,Other,Once every 2 to 3 months,Very dissatisfied,,Yes,Male,Ontario,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,Yes,Desktop or laptop computer,2.0,0.6237000226974487,"want, site, help, letter, agent, line, difficult, response, make, direct","['want', 'lodge', 'complain', 'unable']",5.0,7.0
2949,46127,could not upload file requested,Q2,9/23/2018,Tax returns,Once or twice per year,Very dissatisfied,,Yes,Male,British Columbia,Post-graduate degree,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,1.0,0.7811999917030334,"change, try, date, online, month, document, send, submit, credit, file","['upload', 'file', 'request']",5.0,0.0
2950,46128,The electronic submission of documents did not work and there is no technical support available,Q2,9/23/2018,Submit documents,Once or twice per year,Very dissatisfied,,No,Female,Ontario,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,Yes,Desktop or laptop computer,1.0,0.26739999651908875,"change, try, date, online, month, document, send, submit, credit, file","['electronic', 'submission', 'document', 'work', 'technical', 'support', 'available']",5.0,6.0
2951,46176,Kept serching for mail and notice of asessments which were difficult to find out,Q2,9/23/2018,Online mail,Once per month or more,Somewhat dissatisfied,,Yes,Male,Saskatchewan,Post-graduate degree,35 to 49,Other,Working part-time (less than 35 hours per week),"$20,000 to under $40,000",No,No,Yes,Smartphone,4.0,0.5156000256538391,"find, tax, receive, return, mail, say, need, log, year, process","['keep', 'search', 'mail', 'notice', 'assessment', 'difficult', 'find']",10.0,6.0
2952,46178,I want to change my direct deposit info for the CRA and CPP and OAS.  This option is not offered,Q2,9/23/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,No,Male,British Columbia,University graduate,65 or older,English,Retired,"$100,000 to under $120,000",No,Yes,No,Desktop or laptop computer,1.0,0.26989999413490295,"change, try, date, online, month, document, send, submit, credit, file","['want', 'change', 'direct_deposit', 'information', 'pension_plan', 'option', 'offer']",3.0,0.0
2953,46179,Vague update on my DTC application,Q2,9/23/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,No,Male,Nova Scotia,College/vocational/technical school,50 to 54,English,Other,Prefer not to say,No,Yes,No,Smartphone,0.0,0.3889000117778778,"update, able, email, check, answer, ask, know, understand, message, like","['vague', 'update', 'dec_application']",3.0,8.0
2954,46187,"could not submit, due to tech issues on your end",Q2,9/23/2018,Other,This was my first visit,Very dissatisfied,CRA user ID and password,No,Male,Saskatchewan,Some university,35 to 49,English,Working full-time (35+ hours per week),Prefer not to say,No,Yes,No,Desktop or laptop computer,7.0,0.4178999960422516,"pension_plan, today, have, end, etc, detail, slip, allow, value, prevent","['submit', 'tech', 'issue', 'end']",0.0,5.0
2955,46190,i haven't received any information yet,Q2,9/23/2018,Tax returns,This was my first visit,Somewhat dissatisfied,Don't know,No,Male,Alberta,Some high school,65 or older,English,Not in the workforce,Prefer not to say,No,Yes,No,Prefer not to say,6.0,0.375,"information, payment, pay, look, wait, tell, get, balance, owe, show","['receive', 'information']",5.0,0.0
2956,46200,YOUR WEBSITE DOES  NOT WORK,Q2,9/23/2018,Submit documents,This was my first visit,Very dissatisfied,CRA user ID and password,Yes,Female,Prefer not to say,University graduate,35 to 49,English,Prefer not to say,Prefer not to say,No,No,No,Prefer not to say,1.0,0.708299994468689,"change, try, date, online, month, document, send, submit, credit, file","['website', 'work']",5.0,0.0
2957,46244,I found out I cannot submit online for my Election under subsection 45(2) supporting documents.,Q2,9/24/2018,Submit documents,Once or twice per year,Somewhat dissatisfied,,No,Male,Ontario,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,1.0,0.5942999720573425,"change, try, date, online, month, document, send, submit, credit, file","['find', 'submit', 'online', 'election', 'subsection', '45(2', 'support', 'document']",10.0,8.0
2958,46279,Still cannot see any updaie to my return. It's been 8 months since I filed.,Q2,9/24/2018,Tax returns,Once per month or more,Very dissatisfied,,Prefer not to say,Male,Ontario,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,No,No,Desktop or laptop computer,1.0,0.42500001192092896,"change, try, date, online, month, document, send, submit, credit, file","['update', 'return', 'month', 'file']",0.0,8.0
2959,46280,I was unable to upload the documents due to a system failure,Q2,9/24/2018,Submit documents,Once every 2 to 3 months,Very dissatisfied,,No,Female,Ontario,Post-graduate degree,50 to 54,English,Self-employed,"$120,000 and over",No,No,No,Desktop or laptop computer,4.0,0.22499999403953552,"find, tax, receive, return, mail, say, need, log, year, process","['unable', 'upload_documents', 'system', 'failure']",6.0,10.0
2960,46312,I cannot easily move between my personal and business account info.  Having issues getting $ moved from pers. to pay business acct and would like to access notes made from phone calls online.,Q2,9/24/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Female,Nova Scotia,Post-graduate degree,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,6.0,0.2948000133037567,"information, payment, pay, look, wait, tell, get, balance, owe, show","['easily', 'personal', 'business', 'account', 'information', 'have', 'issue', 'get', 'moved', 'pay', 'business', 'acct', 'like', 'access', 'note', 'phone_calls', 'online']",10.0,8.0
2961,46318,COULD NOT FIND INFO TO MAKE INSTALLMENT PAYMENT,Q2,9/24/2018,Accounts and payments,Once every 2 to 3 months,Very dissatisfied,,No,Male,Nova Scotia,University graduate,65 or older,English,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,6.0,0.42500001192092896,"information, payment, pay, look, wait, tell, get, balance, owe, show","['find', 'information', 'instalment', 'payment']",0.0,1.0
2962,46327,Error ac20 has persisted for 9 months.  Still not fixed,Q2,9/24/2018,Accounts and payments,Once per month or more,Very dissatisfied,,Yes,Male,Alberta,University graduate,65 or older,English,Retired,"$120,000 and over",No,No,No,Tablet,5.0,0.4348999857902527,"account, access, instalment, error, statement, view, user, address, easy, phone","['error', 'act', 'persist', 'month', 'fix']",8.0,1.0
2963,46329,"Still waiting for the notice of reassessment and for a reversal on a falsely attributed T4 slip to my name and SIN through ""a matching program"" from tax year 2016, I'm owed over $400 plus interest",Q2,9/24/2018,Other,Once or twice per year,Somewhat dissatisfied,,Yes,Male,Ontario,Some university,35 to 49,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",Prefer not to say,No,Prefer not to say,Desktop or laptop computer,6.0,0.33559998869895935,"information, payment, pay, look, wait, tell, get, balance, owe, show","['wait', 'notice', 'reassessment', 'reversal', 'falsely', 'attribute', 'slip', 'sin', 'match', 'program', 'tax', 'year', 'owe', 'plus', 'interest']",5.0,8.0
2964,46336,"Terrible, never updated . no help at phoning in does nothing and i was just hung up on ? this is rediculous and the CRA should be ashamed of themselves. I have been waiting for answers and have not",Q2,9/24/2018,Tax returns,Once every 2 to 3 months,Very dissatisfied,,Yes,Male,Quebec,High school graduate,50 to 54,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,1.0,0.3370000123977661,"change, try, date, online, month, document, send, submit, credit, file","['terrible', 'never', 'update', 'help', 'phone', 'hung', 'ridiculous', 'ashamed', 'waiting', 'answer']",10.0,6.0
2965,46351,I was unable to submit documents,Q2,9/24/2018,Submit documents,Once per month or more,Very dissatisfied,,No,Male,Alberta,Post-graduate degree,18 to 34,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,4.0,0.375,"find, tax, receive, return, mail, say, need, log, year, process","['unable', 'submit_documents']",10.0,0.0
2966,46381,"it is taking so long to get my reassessment done, I have been waiting for a long time now",Q2,9/24/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,British Columbia,Post-graduate degree,18 to 34,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,3.0,0.5209000110626221,"time, available, reassessment, login, never, option, service, take, long, taxis","['taking_long', 'reassessment', 'wait', 'long', 'time']",5.0,0.0
2967,46397,there is no mechanism to send messages regarding thw account,Q2,9/24/2018,Tax returns,Once or twice per year,Very dissatisfied,,Yes,Male,I currently live outside of Canada,University graduate,55 to 64,English,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,5.0,0.2897000014781952,"account, access, instalment, error, statement, view, user, address, easy, phone","['mechanism', 'send', 'message', 'account']",8.0,5.0
2968,46427,My contribution room for TFSA is not up-to-date. It says I'm not a Canadian resident.,Q2,9/24/2018,RRSP and TFSA,Once per month or more,Very dissatisfied,,Yes,Male,Alberta,University graduate,18 to 34,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,0.0,0.5278000235557556,"update, able, email, check, answer, ask, know, understand, message, like","['contribution_room', 'tfsa', 'date', 'say', 'canadian', 'resident']",10.0,5.0
2969,46442,Very difficult to navigate. There are many platforms and 'homes' for informtation,Q2,9/24/2018,Other,Once per month or more,Very dissatisfied,,No,Male,Ontario,University graduate,18 to 34,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,Prefer not to say,No,Desktop or laptop computer,2.0,0.29319998621940613,"want, site, help, letter, agent, line, difficult, response, make, direct","['difficult_navigate', 'platform', 'home', 'information']",1.0,2.0
2970,46452,"I have not been able to submit documents online, and it has been several days since my last attempt.",Q2,9/24/2018,Submit documents,Once every 2 to 3 months,Very dissatisfied,,Yes,Prefer not to say,Ontario,Prefer not to say,18 to 34,Prefer not to say,A student attending school full-time,Prefer not to say,No,No,Prefer not to say,Desktop or laptop computer,0.0,0.1875,"update, able, email, check, answer, ask, know, understand, message, like","['able', 'submit_documents', 'online', 'day', 'attempt']",8.0,0.0
2971,46494,"I try to find an ROE, need a GCkey login, CRA login, etc... wish we'd just pick one and stick with it, instead of having every department have a different site to sign up for.",Q2,9/25/2018,Other,Once or twice per year,Somewhat dissatisfied,,No,Male,Alberta,Some high school,18 to 34,English,Other,Prefer not to say,No,Yes,No,Desktop or laptop computer,4.0,0.2694000005722046,"find, tax, receive, return, mail, say, need, log, year, process","['try', 'find', 'roe', 'need', 'key', 'login', 'login', 'etc', 'wish', 'pick', 'stick', 'instead', 'have', 'department', 'different', 'site', 'sign']",5.0,10.0
2972,46512,Not easy to navigate for some options. Need to be able to downolad pdf files for instalement and any tax document with personal information on them,Q2,9/25/2018,Accounts and payments,Once per month or more,Somewhat dissatisfied,,No,Male,Quebec,Post-graduate degree,35 to 49,French,Working full-time (35+ hours per week),"$120,000 and over",No,No,Yes,Desktop or laptop computer,4.0,0.26030001044273376,"find, tax, receive, return, mail, say, need, log, year, process","['easy_navigate', 'option', 'need', 'able', 'download_pdf', 'file', 'instalment', 'tax', 'document', 'personal', 'information']",10.0,0.0
2973,46524,No dates as to when I'll get my child tax,Q2,9/25/2018,Benefits and tax credits information,Once every 2 to 3 months,Very dissatisfied,,No,Female,Saskatchewan,High school graduate,18 to 34,English,Prefer not to say,"Under $20,000",Yes,No,No,Smartphone,4.0,0.5311999917030334,"find, tax, receive, return, mail, say, need, log, year, process","['date', 'child', 'tax']",3.0,0.0
2974,46527,Online mail was not available in mobile interface. Had to switch over to desktop version.,Q2,9/25/2018,Online mail,Once or twice per year,Somewhat dissatisfied,,No,Male,Ontario,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Smartphone,3.0,0.45820000767707825,"time, available, reassessment, login, never, option, service, take, long, taxis","['online', 'mail', 'available', 'mobile', 'interface', 'switch', 'desktop', 'version']",8.0,5.0
2975,46529,h,Q2,9/25/2018,Prefer not to say,,Very dissatisfied,,No,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,0.0,0.125,"update, able, email, check, answer, ask, know, understand, message, like",[],1.0,2.0
2976,46566,Submit Document option did not work.  Message received try later; this is the first time I have experienced this.  I find online submission of documents very convenient.,Q2,9/25/2018,Submit documents,Once or twice per year,Somewhat dissatisfied,,No,Female,Ontario,University graduate,65 or older,English,Retired,"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,3.0,0.27000001072883606,"time, available, reassessment, login, never, option, service, take, long, taxis","['submit_document', 'option', 'work', 'message', 'receive', 'try_later', 'time', 'experience', 'find', 'online', 'submission', 'document', 'convenient']",10.0,6.0
2977,46569,It took multiple attempts spanning days to login. Keep getting session timeout and Error page,Q2,9/25/2018,Tax returns,Once or twice per year,Very dissatisfied,,No,Male,Ontario,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,Yes,Desktop or laptop computer,6.0,0.31220000982284546,"information, payment, pay, look, wait, tell, get, balance, owe, show","['take', 'multiple', 'attempt', 'span', 'day', 'login', 'get', 'session', 'timeout', 'error', 'page']",8.0,3.0
2978,46580,"I wanted to find the status of my child benefit and found that it’s gone to my ex partner, I’m furious as my child is in my care, not here.",Q2,9/25/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,Yes,Female,Ontario,High school graduate,18 to 34,English,Not in the workforce,Prefer not to say,No,Yes,Prefer not to say,Smartphone,2.0,0.4244000017642975,"want, site, help, letter, agent, line, difficult, response, make, direct","['want', 'find', 'status', 'child_benefit', 'find', 'go', 'sex', 'partner', 'furious', 'child_care']",6.0,3.0
2979,46704,Because I am waiting for an update in my account based on the documents that I have already sent.,Q2,9/25/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,Yes,Female,Manitoba,Post-graduate degree,35 to 49,Other,Working full-time (35+ hours per week),"$120,000 and over",No,No,Yes,Desktop or laptop computer,1.0,0.303600013256073,"change, try, date, online, month, document, send, submit, credit, file","['wait', 'update', 'account', 'base', 'document', 'send']",0.0,3.0
2980,46716,ai've been waiting since July for a response to an enquiry about my now ex-husband's disability benefits that I may be entitled to.,Q2,9/25/2018,Benefits and tax credits information,Once every 2 to 3 months,Very dissatisfied,,No,Female,Alberta,High school graduate,50 to 54,English,"Unemployed, but looking for work","Under $20,000",No,No,No,Desktop or laptop computer,1.0,0.2689000070095062,"change, try, date, online, month, document, send, submit, credit, file","['live', 'wait', 'july', 'response', 'enquiry', 'sex', 'husband', 'disability', 'benefit', 'entitle']",5.0,6.0
2981,46717,account information was a month out of date,Q2,9/25/2018,Accounts and payments,Once per month or more,Very dissatisfied,,No,Male,British Columbia,Some university,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,Yes,Desktop or laptop computer,1.0,0.42500001192092896,"change, try, date, online, month, document, send, submit, credit, file","['account', 'information', 'month', 'date']",8.0,0.0
